"authorId","badges/0","badges/1","badges/2","externalSource","itemType","negativeFeedback","positiveFeedback","productId","productName","productUrl","rating","recommended","reviewId","submissionTime","text","title","userNickname"
"pgkqz9ea6jauif8k4ewpxikou","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","2","false","165501609","2024-05-14","Great sound and noise cancelling, but poor construction let's this product down. It broke after just 2 months, and according to online and YouTube it's a known issue.","Great sound","Greggysam6823146"
"kyhsf7to4z6icfk4qpvrg4am6","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1159223600","2024-04-01","Had the headphones for about a month I think and while I have not had a lot of time to learn to use them properly I have nonetheless found them to be just what I was looking for!","Great headphones with the sound I was looking for","Alanpo"
"9d677431c49aae8348463a7f8873ed12b6348a40135b5795d7d5264ee028d5e973ac7fc6162ddccb0d8e93df605d9c31","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"357022635","2024-09-11","The active noise canceling works really well and the fit is not too snug but snug enough that it won't fall off. I also really like that it came with a hard case and that the packaging was minimal.","Good pair of headphones","Brian"
"0859aaf1963e89b21f1a2650c5e28a3aeb2c3f959eed2dd477cabbaf253b15ae8cbb32f0167afd1a23a729b09b86e177","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"346463513","2024-06-06","Bought these as a gift for my fitness focused son. He loves them.  They block out the sound so good he can easily jam out and get in the zone. He uses them just to chill as well in other settings.","Great buy","MP"
"2e6745bc4d541aa67f834f057432bae4","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"351309717","2024-07-20","the whole family passed them around and were in awe. doesn't take much to entertain us, but we do appreciate crystal clear sound. easy use and comfortable.","outstanding quality sound","RobinoftheWoods"
"100b0cdcfa776c9b26fefc496e00c5cb05fd0075446d254d0e1c6248c14ec146f552666e3bad8d5ff2e0963c31185985","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"347215212","2024-06-14","I've been trying to find a pair of headphones that would not squish down my ears and I've finally found some! They are super comfortable and the sound is really nice. The app is very easy to use and has lots of cool features.","Does not squish my ears!","Gabby"
"d0a142a595aa72f844f17955ca4e539916da5a686844d3d5b91c69d1d22714943b0e7d5ea54795b18e3db5a1a3944e5c","VerifiedPurchaser","Staff",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"348827239","2024-07-02","Love, love, love these headphones! They fit comfortably and the sound quality is amazing! I needed a pair of headphones for college that would last me all four years, so I splurged a bit on these ones and I am very satisfied!",,"abby"
"a8274wg307oo8mwp3az85hvn3","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","161553979","2023-11-28","Great Headphones, but do take the white ones. The black looks tardy extremely quickly from normal touching. I battled to make it look clean straight from the first use, and no, I wasn't eating or handling anything fatty.
Apart from that, the product is awesome.  Noise-canceling is superb, phone call quality is great, and Sound quality is as good as it gets, with a user-friendly app to assist with personalized settings. My only regret with this purchase, is that I did not take the white option.","Best out there!","Deondude"
"h3c0ofzepf676124kjko0apfv","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","163722097","2024-02-22","Bought these as I fly alot for work and AirPods/earphones just don't cut it on the plane and become uncomfortable after hours of use. These headphones are very comfortable, sound quality is amazing and when flying the noise canceling is perfect. Can't hear the plane noise at all. The battery life on them is unreal as well","Great quality","Balakey"
"baav12nqfnyigcc4yf5pu3j4c","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"161456238","2023-11-24","Bought as a present for my partner. She loves how comfortable it is to wear, soft cushions and lightweight too. Highly recommends pairing it with app as it allows deeper customisation of sound, possesses great sounding bass and noise cancellation out of the box. But, even better when adjusted through app.","Gr8 headphones","David Lui"
"lqyu31lv6w2cdxg8b599yn9wn","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1153846740","2024-01-16","I like these a lot.  They fit my needs.  They sound good.  Connect with my devices.  Have an app that I can customize settings.  Are comfortable.  Have a number of useful features that work for me like the different levels of pass through sound.  I use these daily on walks, at work, or just around the house.  If I could have one feature it would be for the cup to rotate down instead of up when around my neck.  All in all, I'm very happy with my purchase.","Have a number of useful features that work for me","FeliciaH"
"6nlba7karmwl67ow7zkjnu2g9","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3","false","1147980668","2023-10-15","I bought my first pair a month or so ago and the noise canceling wasn't good at all, noise kept being filtered in. I couldn't even notice any difference from the noise canceling setting and the ambient setting. They both sounded exactly the same with the outside world being loud. Got them replaced with a newer pair through customer service but they both have the same issue, I'm guessing all of them are like this at this point. They are really comfortable tho at least.","Noise canceling ain't it","Eve67"
"9278b729639d6fe25eddc7ddc65d4428326dc00c74223f636f34d21638bb576fb67b761dc8012ba43c70ef37f87b68f3","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"328983897","2023-12-21","These headphones are good! They rival my Bose. I was looking for something similar but yet different. They're light, sleek looking and the sound is incredible. The noise canceling is phenomenal. I highly recommend. Owner manual made it easy to navigate new location of sound settings.","Great Headphones","MediaLover"
"b538b1a0fd6f5f2951b67faddc2652c71c8e14c303ec1b2e4e0b0af32bf4d49ffcc149c4c014dc76d63a901c7aeafa76","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","1",,"327845722","2023-12-13","My interactions with this company have been ridiculous.  I didn't realize that I wasn't purchasing from Walmart directly (my mistake - will not do that again).  I got the delivery confirmation from Walmart, but nothing was delivered.   Our ring doorbell also showed no activity anywhere near the supposed delivery time.  I reached out to Walmart via chat and they contacted the seller.  Seller emailed me and said that they confirmed delivery with the driver - not true.  There are no pictures and nothing was delivered.  I contacted the Walmart chat again.  They reached back out to the seller again.  They then responded with they needed 7 - 10 days to open a case with the delivery service.  This was a Christmas gift, so clearly this doesn't work.  I'm not sure why Walmart even messes with these third party sellers.  This is a nightmare.  I've spent several hundred dollars on something that never arrived.  I can't comment on the quality of the headphones because I never received them.  The company, 6Wave is awful though.  I do not recommend making any purchases through them.","Never received item","Joy"
"df9054f7cc9017286e4e557d4a5b48fbf691f02784e651164be818d64c9d1b653a4dbc1fe8a90ebc944f95d23b04d81c","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","1",,"326522007","2023-12-04","Recently ordered these headphones and Walmart delivered them to the incorrect address, when contact was made they offered no help or solutions as they claimed once delivered it is not their responsibility, i have video and picture proof of the incorrect address and still no assistance is offered, be careful with their delivery as clearly its not professional or double checked.","Do not order from walmart","Jose"
"a57f5ce6d4dedc9baa1cb7e4fa3e733e5f6240037304aca8b68e32c59416c751b72f3cf03e6c58a88db8991cda9a7283","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"327293733","2023-12-09","Amazing construction, noise, cancelling features and comfort. Use it for work and leisure. The only fly is that the design doesn't allow you to fold it and when you hang it on your next, the air phones are inverted. But otherwise the best sound quality, and function.","Near perfect ANCs","GD"
"64373b3527d69b31b2fb5a02a76c15eb3caabd4900f2ba350a2ee835d3816fdfd10a61ed6bfc58199d4365d2f0178fbf","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"322538584","2023-11-01","As an Apple fanboy, it took a lot of willpower to buy these instead of the Airpod Maxes! Sony's XM5's are leading review charts for a reason. Great sound, not too heavy to wear, and transitions between audio sources (music vs. call) well. The app interface is a little wonky, but I've enjoyed the noise cancellation, ""talk to mute"" functions, etc.","Solid buy! Very happy.","Korbin"
"2ox5v7vkdegccafchq8c7m66s","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3","true","162840435","2024-01-15","Got myself these headphones for Xmas. Great sound, great features, but the wear detection stopped working after about a week of use. 
Contacted Sony who said that can repair product. Told me to contact seller for replacement. Seller told me can only refund. Problem is that I managed to get them on sale, so now have to pay full price after having to wait a month for refund.","Great but…","Marc0ne"
"2tlp2nxje0r99f56s9kkl9y9o","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","2","false","1149650450","2023-11-11","Ok. I love this brand and usually these headphones, that's why I spend so much on them. This new version, I felt like they were so good for so long that they tried to give you everything but the kitchen sink in this pair. 

The noise canceling is horrendous because I can walk by someone talking and they'll automatically stop. God help you if you attempt to cut grass or vacuum with them on. Even the adjustment in the app didn't help","The 2 versions before were better","Bravo609"
"pf0f6753j0pq9tdbkhul8a3t0","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","161524367","2023-11-27","I've had these for a few weeks now, and there's little that I can fault. They are comfortable for long wears, and the sound is wonderful. I have been surprised how frequently I take these off and am suddenly bombarded with the noises from in my office. The main gripe I have is that the audio and mic can stop functioning with Teams, if I also have them connected to my phone. If I am only connected to one device, then it has no issues.","Quiet comfort","jzbar"
"emqnvu6mq1xpyds28wu9ff1kv","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3","false","163156474","2024-01-28","I bought these headphones for long flights. They do a good job of cancelling out noise on an aircraft but could be better. The battery life is good but not great. And I don't like how you can't charge them while using them. I would like to be able to plug them into a portable charger, and continue to use them, but the charge chord is too short and when they're charging you can't use them to hear.","Nearly there","Anna234"
"prkbt8nde20ek0nclq2wrdfgh","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","162690386","2024-01-09","Received these as a birthday gift from my husband and they are the gift that keeps on giving! Not only is the sound quality insanely good, but the noise cancelling feature blocks out the sound of his sports on the TV as well as his talking. Can't wait to take them for a spin on a long haul flight to block out the sound of chatty passengers and crying babies. Highly recommend! Lots of cool features in addition to the great sound and noise cancelling too, like swiping up/down for volume control and automatic voice activated disabling of the noise cancelling feature. Soooo good!","Love them!","CaPow"
"8929f08f-d60c-4343-a0cc-bb09a4c65d56","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","1153828845","2024-01-16","These headphones have great sound and superb bass response. They also have excellent noise cancelling. The one major flaw is with the earpads. If I am wearing my glasses (which I do the majority of my waking hours) while listening to these headphones I get this rubbing/squeaking nose if I walking around or moving around or eating. This also happens when I use the headphones on Zoom calls whenever I talk. It's bearable for the most part but it definitely gets annoying after a while.","Great sound with one flaw",
"auxzqruo1rq1phbqjjq3it7pr","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","162014957","2023-12-13","Bought these for myself during the Black Friday sales after researching and waiting for good pricing for almost half a year.
First impressions were impressive. Used at home, it cut out all of the noise from children playing on the Nintendo Switch. However, on the commute, some sudden loud sounds do still come through and conversations from inconsiderate peers also sneak through. Not loud enough to be disruptive and only noticeable between songs.
Still running in the headphones but sound's been good so far. Used the auto programs for tuning the headphones but I think I will tweak it some more after everything's bedded in. The bass is punchy and controlled but the voices sounds rather thin, will need to tweak that part. Music is well staged and details are excellent. I am using LDAC through Samsung mobile. There are noticeable differences between the MP3 and Wav files.
The headphones are light but I tend to find I had to position it too tight on the top of my head to prevent it from slipping and thus creates a hot spot on the top of my head. Nothing  a bit of loosening won't help but I hate a wobbly headphones so will see how the head holds up. :)

Overall a great experience so far.","Great sounding!","HOHOHOe"
"irn5omzyk3ry90po4lskiwc6c","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","163036829","2024-01-22","Purchased a couple of weeks ago for work.  I needed class 5 compliant hearing protection and after doing some research the Sony's proved to be the best option for me.  The noise cancelling is excellent, sound quality great and the headphones are both light, comfortable and light.  My only disappointment is the noise cancelling level seems to vary automatically rather than maintaining a constant level.","Great Headphone","Nerdling"
"9lozu8a0htg8ompvb9f02szty","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","161553856","2023-11-28","I bought this latest Sony noise cancelling headset because I'd had the XM3 version since it came out and it was worn out. The XM5 headphones are an amazing improvement, from living in a very noisy apartment I'm now living in silence. The sound quality is excellent and using the Sony App is very controllable. I couldn't be happier, thank you.","WH1000-XM5",
"9278b729639d6fe25eddc7ddc65d4428326dc00c74223f636f34d21638bb576fb67b761dc8012ba43c70ef37f87b68f3","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"328983897","2023-12-21","These headphones are good! They rival my Bose. I was looking for something similar but yet different. They're light, sleek looking and the sound is incredible. The noise canceling is phenomenal. I highly recommend. Owner manual made it easy to navigate new location of sound settings.","Great Headphones","MediaLover"
"4c9661755a285647e2be42d088e346ba9bc4c66a2d072b1a7e5a01f0333ace5488f956cce0144f25691eae3c05014747","IncentivizedReviewYes","VerifiedPurchaser","PrizeIncentive","bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3",,"344155417","2024-05-11","while the headphones have great sound, the automated speak to pause controls were so buggy that i had to disable them as any movement of my head would cause the audio to pause. on top of all this, the right side speakers stipped working after 5 months and resetting the headphones did not help","maybe i got a lemon","Muhammad"
"6a7a019689a41cf403610afad47a1d3006af1cc45a0aabc1371b8a955ab2ffb7bff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser",,,"bazaarvoice","Review","1","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","1",,"361121944","2024-10-23","If you want a $315 pair of headphones that will stop connecting and just turn off after one month of use, then this is the pair for you. Reaching out Sony for warranty support has turned out to be a joke. They send you a no-reply email with a link to upload your receipt, a form that doesn't work. WORTHLESS headphones. Save your money and just use the airline's free headphones, these are about as SH%26%26TY quality.","Worse than Airline Headphones","BL"
"8ed3f64b09a4727fbbf811b4bd3074d059a364931ec7454cbaee1bcbae8f9c35b0978c07dfab13b0177429e4731f2628","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4",,"334117860","2024-01-31","I recently ruptured my eardrum and I was told I can't wear in ear headphone anymore. So far I really like these headphone! I live in a city and work in an office. After a few days they automatically adjust to ambient sound when walking( so I can hear things around me ) and then noise canceling at my office. They are on the larger side and don't compact for storage which I don't love but is common for the overhead style. They have a long battery life and great sound. You do need to download an app for more settings.","Pros V Cons","Aly"
"90cc7a668242b691e29753cb956a3a89d65ed82011f0ac5ba70ac3262329ab761d49c621723ba59ee8dfbd679d70acfe","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"335507817","2024-02-13","Loved it, it's really good quality and it has all the features but one problem is that if you want to use the headphones via the audio jack the sound quality levels down from like 10 to 0.5, it's like listening to a 25 dollar headphones, besides that the actual quality of music when we switch it on and use is awesome. Don't forget to connect it to the app it gives you most of the listening styles and quality variations.","Very good","Hanish"
"9dd4be8161e24407172936d590454f01","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"370393756","2025-01-02","Oh Donna, love the headphones",,"Jake"
"6e7pwzkg9i9ncqmo9ox2fo93f","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","1","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1164041122","2024-06-02","Best I've ever had. I would definitely recommend to everyone","Amazing!","Xm5fan"
"tjex8laz3b13v7f5c584nrb31","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","169897203","2024-11-17","Excellent sound quality but I was expecting more from the noise cancellation.","Excellent sound","Ksepi"
"ifa1z5u7ifwdueymxdnrh1z0s","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","170149053","2024-11-28","previously owned 1000xm2 - these sound and wear much nicer.","Great Sound","discoRosco"
"256alyoetuf3q8kzm611aasoe","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","false","170435464","2024-12-09","Great features but chemical pungent smell. Unable to beat it.","Great features","Nvn0310"
"driltyrpg861dcq8b170g4mu1","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","169935855","2024-11-19","Awesome noise cancelling functions. Great sound. Great price","Awesome feature","Pumba"
"e53ew37ofc0irl2v0k9k3n1d3","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","169369738","2024-10-24","The quality of the headphones matches the quality of the Sony brand.","Quality Product","Jayrem"
"exeyj37bon784m8xrpthnxhsq","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3","false","170195153","2024-11-30","Dont find them especially comfortable, and the App that runs it is confusing and convoluted.","Only Ok","Vulch"
"f4w3aiq1e8n9sxbfanguk1rvq","VerifiedPurchaser","InternationalReview","VerifiedPurchaser","bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"368197967","2024-12-18","Sounds really good, works great","Great Black Friday deal","Emeka"
"ppu7c8t40itqrg508fe419l3f","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","1178949319","2025-01-14","Very impressed and pleased with the NC feature. Nice design and fit.","The best NC ever","Madvet_"
"8d6abf565a0e1b59b46b9e405882803e8abf5f0d32af6513fb582165e3b13814b4dcd15bf016ae47ca634d29de648d3b","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","1",,"372572425","2025-01-17","I never received the package",,"Mohit"
"3680436758f0fce3b06622b8cda7541031c986b47975b5ce8d96be8f4225e41e47308fdf574e4af9be84d26762a003cf","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4",,"371706214","2025-01-11","Great Buy I brought these for my son he loves them",,"Kina"
"2af9e93e7f0f4ed52814166d85927b4bc53a779375ae2b27a3620572a9433389daa56fb4968688714896f544b5b32af8","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"370924355","2025-01-05","Works great, great sound.",,"Sylvia"
"91005e3ac88b80907393397cb58a5f3b0951e2e9a9b7811e7881c134dfe9cfd3bff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3",,"371675911","2025-01-11","Needs better iOS integration/interface",,"Clifford"
"azj94gcq9la4t8qzaolore4ba","InternationalReview",,,"bazaarvoice","Review","0","2","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3",,"147015445","2022-07-08","I compared my XM4 with XM5, noticed that XM5 only have 100% noise cancelling when music is playing, while XM4 doesn't have this issue, no matter music is playing or not, it gives NC 100%. I'm sure Sony put the new idea on the new NC program in XM5. For this point, I really don't like it. I hope Sony can change back in the new version update or in the next generation. 
Beside this, when XM5 is output 100% NC ability, it is the best.","One issue I strongly hope","AngusTC"
"lq452tnilq7np3wnwh1358i7z","VerifiedPurchaser","VerifiedPurchaser",,"bazaarvoice","Review","0","2","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","1119853660","2022-06-04","I used to have the 4th version of this headphones and bought the WH-1000xm5, but almost immediately I noticed a few minor things I don't like. First of all, great set for the headphones, other than what I'll mention, these headphones get me through my day with great noise canceling and sound quality. The fit well and are more comfort than the last version (xm4). Now, with that said, there are 2 problems that affect my work and use of these headphones around other people. 1) When I'm in close proximity of others having a conversation, the noise canceling doesn't work up to 100%. When there is speech around me, the quality of the noise canceling turns to maybe 50-60% effectiveness and doesn't actually cancel noise around me. It think I'm trying to listen to them, but I'm just trying to listen to my podcasts. 2) My headphones randomly turn off. I'll be wearing them for maybe an hour or two Andy headphone just shut down. Not seeing a reason as to why. Not the biggest issue because it has only happened twice (not replicable). Other than those two issues, really solid pair of headphones!","Good headphones, but has a issues.","Erik_Hotch"
"8681cec4f7637d76efca5da47e144ea8a6eed16bf9f548ee6157f5650b094138bff27bf9e6de41a1131d47cf01a241ae","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","1",,"346490228","2024-06-06","After 2 weeks, they started squealing anytime noise reduction is enabled. Time to return these disappointments","Squeal king","George"
"61083oz38vsbv3nxzn0weed8u","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","4","true","167668681","2024-08-15","Have always been a Sony fan - no reason to change.
Moving up from ear buds to headphones no reason to change brands","Awesome sound","Binga67"
"p7usjgei8nylc5tx8zil2bk2l","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","167822823","2024-08-22","All round these are a great pair of headphones. Very satisfied. Worth the money!  Lots of features with connection options.","Great cans!","Clary Net"
"tvtic4b8nie4zba1slzmkbkwk","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","168062838","2024-09-03","This product has awesome sound. Deep bass and the noise cancellation is awesome and so easy to set up.","Wow!","DanG"
"pc4wyv3cfgy5rw63uoawvn865","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","168113986","2024-09-05","happy with them noise cancelling works excellent. i would like them to be a little louder considering the price though","sony ear buds","mitch r"
"65d1b6e7582e34b671f560b5fc7e1bc0dec259149ff19e460d34d29dbcbdfead246b080b73433ab483415341f10e0e78","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"360556359","2024-10-17","I liked the fact the the product got delivered quicker than expected. Thanks for making this a seamless experience.","Product delivery review","Dante"
"d823e50d71724f0faefcc107ac167e45b18b797af12f5eb7c4c3099e0a4ebff640f07ddcc149d69d7d7c037ad359f493","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5",,"360495843","2024-10-16","Fantastic headphones; comfortable for glasses wearers, sound quality is great, and the noise cancelling is great as well.","Fantastic Headphones","Victor"
"cc66eee500b3fac76194dd8c1598e7a1","VerifiedPurchaser",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","3",,"360580507","2024-10-17","Sounds great. Noise canceling works well. However, headphone controls are not at all user friendly. Miss a User Manual. Still unsure about charging.","Sony headphones","cobra"
"7c7ojh1l2h27v1invl9nupy4l","InternationalReview",,,"bazaarvoice","Review","0","0","386006068",,"https://www.walmart.com/ip/Sony-WH-1000XM5-The-Best-Wireless-Noise-Canceling-Headphones-Black/386006068","5","true","168693611","2024-09-30","Comfortable, excellent noise cancelling and good sound quality","Really happy","Crowshart34"
